Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Hospital 30-Day Readmission Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack,Footnote - Hospital 30-Day Readmission Rates from Heart Attack,Hospital 30-Day Readmission Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure,Footnote - Hospital 30-Day Readmission Rates from Heart Failure,Hospital 30-Day Readmission Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia,Footnote - Hospital 30-Day Readmission Rates from Pneumonia
230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,,,GROSSE POINTE,MI,48230.00,WAYNE,3133431000.00,15.40,No Different than U.S. National Rate,12.40,18.80,165.00,,10.80,No Different than U.S. National Rate,8.90,13.10,505.00,,8.90,Better than U.S. National Rate,7.00,11.30,368.00,,18.40,No Different than U.S. National Rate,15.10,22.20,119.00,,26.20,No Different than U.S. National Rate,23.40,29.10,621.00,,20.30,No Different than U.S. National Rate,17.30,23.60,378.00,
230092,ALLEGIANCE HEALTH,205 N EAST AVE,,,JACKSON,MI,49201.00,JACKSON,5177884800.00,15.20,No Different than U.S. National Rate,12.70,17.90,422.00,,10.50,No Different than U.S. National Rate,8.70,12.70,686.00,,10.50,No Different than U.S. National Rate,8.60,12.80,674.00,,19.30,No Different than U.S. National Rate,16.60,22.40,409.00,,24.30,No Different than U.S. National Rate,21.70,27.00,793.00,,18.00,No Different than U.S. National Rate,15.60,20.50,701.00,
230093,MECOSTA COUNTY MEDICAL CENTER,605 OAK STREET,,,BIG RAPIDS,MI,49307.00,MECOSTA,2317968691.00,Not Available,Number of Cases Too Small,Not Available,Not Available,20.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.70,No Different than U.S. National Rate,9.30,17.10,93.00,,12.00,No Different than U.S. National Rate,8.60,16.60,106.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,13.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.40,No Different than U.S. National Rate,19.20,28.00,115.00,,17.00,No Different than U.S. National Rate,13.50,21.20,115.00,
230095,WEST BRANCH REGIONAL MEDICAL CENTER,2463 SOUTH M-30,,,WEST BRANCH,MI,48661.00,OGEMAW,9893456366.00,15.70,No Different than U.S. National Rate,11.60,20.70,54.00,,10.70,No Different than U.S. National Rate,8.20,13.70,302.00,,12.20,No Different than U.S. National Rate,9.60,15.60,258.00,,18.40,No Different than U.S. National Rate,14.80,23.10,34.00,,22.60,No Different than U.S. National Rate,19.50,26.00,361.00,,16.90,No Different than U.S. National Rate,14.00,20.60,268.00,
230096,STURGIS HOSPITAL,916 MYRTLE AVE,,,STURGIS,MI,49091.00,SAINT JOSEPH,2696517824.00,15.40,No Different than U.S. National Rate,11.80,19.80,29.00,,12.10,No Different than U.S. National Rate,8.90,16.10,116.00,,14.90,No Different than U.S. National Rate,11.30,19.10,157.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,19.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.50,No Different than U.S. National Rate,20.30,28.90,129.00,,16.00,No Different than U.S. National Rate,12.90,19.70,162.00,
230097,MUNSON MEDICAL CENTER,1105 SIXTH STREET,,,TRAVERSE CITY,MI,49684.00,GRAND TRAVERSE,2319355000.00,11.80,Better than U.S. National Rate,10.00,13.90,900.00,,10.70,No Different than U.S. National Rate,9.00,12.80,820.00,,10.50,No Different than U.S. National Rate,8.60,12.70,684.00,,19.00,No Different than U.S. National Rate,16.90,21.30,1063.00,,21.90,Better than U.S. National Rate,19.70,24.40,950.00,,15.80,Better than U.S. National Rate,13.70,18.40,697.00,
230099,MERCY MEMORIAL HOSPITAL SYSTEM,718 N MACOMB ST,,,MONROE,MI,48162.00,MONROE,7342408400.00,14.10,No Different than U.S. National Rate,11.50,17.00,263.00,,12.30,No Different than U.S. National Rate,10.00,15.00,382.00,,10.70,No Different than U.S. National Rate,8.50,13.30,378.00,,18.80,No Different than U.S. National Rate,15.90,22.20,186.00,,24.80,No Different than U.S. National Rate,21.90,28.10,440.00,,17.90,No Different than U.S. National Rate,15.20,20.80,391.00,
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,,,SAGINAW                       ,MI,48602.00,SAGINAW,9894972500.00,Not Available,Number of Cases Too Small,Not Available,Not Available,6.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.60,No Different than U.S. National Rate,8.30,16.00,58.00,,12.50,No Different than U.S. National Rate,8.70,18.10,68.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,3.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.30,No Different than U.S. National Rate,20.80,30.10,73.00,,16.70,No Different than U.S. National Rate,13.30,21.10,72.00,
230100,TAWAS ST JOSEPH HOSPITAL,200 HEMLOCK M-55,,,TAWAS CITY,MI,48763.00,IOSCO,9893629301.00,17.30,No Different than U.S. National Rate,13.50,21.30,29.00,,13.00,No Different than U.S. National Rate,9.80,16.70,167.00,,10.60,No Different than U.S. National Rate,8.00,14.20,197.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,17.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,22.70,No Different than U.S. National Rate,18.90,27.10,198.00,,18.30,No Different than U.S. National Rate,15.10,22.00,208.00,
230101,ST FRANCIS HOSPITAL,3401 LUDINGTON ST,,,ESCANABA,MI,49829.00,DELTA,9067863311.00,16.90,No Different than U.S. National Rate,13.40,20.70,68.00,,13.50,No Different than U.S. National Rate,10.40,17.20,154.00,,14.40,No Different than U.S. National Rate,11.20,18.30,236.00,,18.20,No Different than U.S. National Rate,14.40,22.30,52.00,,20.70,Better than U.S. National Rate,17.10,24.50,174.00,,17.10,No Different than U.S. National Rate,14.10,20.70,245.00,
230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,,,DETROIT,MI,48201.00,WAYNE,3137456211.00,12.70,No Different than U.S. National Rate,10.40,15.60,318.00,,7.20,Better than U.S. National Rate,5.70,9.00,658.00,,9.80,No Different than U.S. National Rate,7.60,12.30,235.00,,20.90,No Different than U.S. National Rate,18.10,24.00,361.00,,27.50,Worse than U.S. National Rate,25.00,29.90,891.00,,17.90,No Different than U.S. National Rate,15.00,21.20,243.00,
230105,NORTHERN MICHIGAN REGIONAL HOSPITAL,416 CONNABLE AVE,,,PETOSKEY,MI,49770.00,EMMET,2314874000.00,13.80,No Different than U.S. National Rate,11.10,16.80,333.00,,11.10,No Different than U.S. National Rate,8.70,14.10,354.00,,10.60,No Different than U.S. National Rate,7.90,14.10,261.00,,19.10,No Different than U.S. National Rate,16.20,22.30,391.00,,22.30,No Different than U.S. National Rate,19.50,25.80,470.00,,18.20,No Different than U.S. National Rate,15.10,21.90,282.00,
230106,SPECTRUM HEALTH GERBER MEMORIAL,212 S SULLIVAN ST,,,FREMONT,MI,49412.00,NEWAYGO,2319243300.00,Not Available,Number of Cases Too Small,Not Available,Not Available,19.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.40,No Different than U.S. National Rate,8.50,15.20,95.00,,12.10,No Different than U.S. National Rate,8.90,16.00,164.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,12.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.40,No Different than U.S. National Rate,20.10,29.20,100.00,,18.60,No Different than U.S. National Rate,15.00,22.50,163.00,
230108,PORTAGE HEALTH HOSPITAL,500 CAMPUS DRIVE,,,HANCOCK,MI,49930.00,HOUGHTON,9064831000.00,17.70,No Different than U.S. National Rate,14.00,22.20,58.00,,11.40,No Different than U.S. National Rate,8.30,15.50,86.00,,13.50,No Different than U.S. National Rate,10.00,17.90,93.00,,19.70,No Different than U.S. National Rate,15.70,24.40,45.00,,25.90,No Different than U.S. National Rate,21.60,30.70,100.00,,18.20,No Different than U.S. National Rate,14.40,22.70,103.00,
230110,MEMORIAL MEDICAL CENTER OF WEST MICHIGAN,1 N ATKINSON DRIVE,,,LUDINGTON,MI,49431.00,MASON,2318432591.00,15.20,No Different than U.S. National Rate,11.40,20.00,29.00,,11.30,No Different than U.S. National Rate,8.30,15.20,124.00,,12.90,No Different than U.S. National Rate,10.00,16.50,206.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,24.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,20.50,No Different than U.S. National Rate,16.90,25.20,135.00,,15.70,No Different than U.S. National Rate,12.70,19.60,205.00,
230117,BORGESS MEDICAL CENTER,1521 GULL ROAD,,,KALAMAZOO,MI,49048.00,KALAMAZOO,2692267000.00,19.80,Worse than U.S. National Rate,17.20,22.70,715.00,,14.70,Worse than U.S. National Rate,12.60,17.20,720.00,,12.40,No Different than U.S. National Rate,10.20,14.90,443.00,,18.90,No Different than U.S. National Rate,16.70,21.20,870.00,,23.10,No Different than U.S. National Rate,20.80,25.70,865.00,,18.70,No Different than U.S. National Rate,16.10,21.60,457.00,
230118,HURON MEDICAL CENTER,1100 SOUTH VAN DYKE ROAD,,,BAD AXE,MI,48413.00,HURON,9892699521.00,18.10,No Different than U.S. National Rate,13.80,23.00,29.00,,10.10,No Different than U.S. National Rate,7.50,13.50,105.00,,13.80,No Different than U.S. National Rate,10.70,17.60,138.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,19.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.00,No Different than U.S. National Rate,21.60,30.60,126.00,,19.40,No Different than U.S. National Rate,15.70,23.40,143.00,
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,,,ANN ARBOR                     ,MI,48105.00,WASHTENAW,7347697100.00,14.60,No Different than U.S. National Rate,10.90,19.10,73.00,,10.60,No Different than U.S. National Rate,8.00,14.10,233.00,,11.80,No Different than U.S. National Rate,9.10,15.30,198.00,,19.60,No Different than U.S. National Rate,15.80,24.30,92.00,,21.00,No Different than U.S. National Rate,18.00,24.70,312.00,,18.70,No Different than U.S. National Rate,15.50,22.40,224.00,
230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,,,OWOSSO,MI,48867.00,SHIAWASSEE,9897235211.00,15.70,No Different than U.S. National Rate,12.20,20.10,54.00,,15.40,Worse than U.S. National Rate,12.10,19.60,164.00,,15.00,Worse than U.S. National Rate,12.10,18.50,243.00,,19.90,No Different than U.S. National Rate,15.70,24.50,39.00,,21.90,No Different than U.S. National Rate,18.20,26.10,164.00,,16.90,No Different than U.S. National Rate,13.90,20.50,233.00,
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,,,BATTLE CREEK                  ,MI,49015.00,CALHOUN,2699665600.00,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,13.10,No Different than U.S. National Rate,9.40,18.10,34.00,,11.50,No Different than U.S. National Rate,8.00,16.10,80.00,,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,24.10,No Different than U.S. National Rate,19.30,29.50,48.00,,18.10,No Different than U.S. National Rate,14.20,22.90,80.00,
230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,,,ROYAL OAK,MI,48073.00,OAKLAND,2488985000.00,14.20,No Different than U.S. National Rate,12.60,16.00,997.00,,9.00,Better than U.S. National Rate,7.90,10.10,1960.00,,11.00,No Different than U.S. National Rate,9.50,12.60,1021.00,,20.60,No Different than U.S. National Rate,18.50,22.70,1017.00,,25.20,No Different than U.S. National Rate,23.60,26.90,2414.00,,21.40,Worse than U.S. National Rate,19.20,23.50,1035.00,
230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,,,FLINT,MI,48503.00,GENESEE,8102579000.00,19.80,Worse than U.S. National Rate,16.20,23.90,171.00,,10.90,No Different than U.S. National Rate,8.60,13.70,357.00,,10.50,No Different than U.S. National Rate,8.20,13.30,247.00,,19.90,No Different than U.S. National Rate,16.50,23.60,122.00,,23.30,No Different than U.S. National Rate,20.30,26.70,424.00,,19.50,No Different than U.S. National Rate,16.50,23.00,255.00,
230133,OTSEGO MEMORIAL HOSPITAL,825 N CENTER AVE,,,GAYLORD,MI,49735.00,OTSEGO,9897312100.00,Not Available,Number of Cases Too Small,Not Available,Not Available,23.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.90,No Different than U.S. National Rate,9.40,17.30,115.00,,13.30,No Different than U.S. National Rate,9.80,17.70,127.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,16.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.50,No Different than U.S. National Rate,19.30,28.40,132.00,,17.40,No Different than U.S. National Rate,14.10,21.50,134.00,
230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,,,FLINT,MI,48532.00,GENESEE,8103422000.00,15.40,No Different than U.S. National Rate,13.20,17.80,577.00,,9.80,Better than U.S. National Rate,8.30,11.50,1110.00,,9.90,No Different than U.S. National Rate,8.00,12.20,477.00,,20.10,No Different than U.S. National Rate,17.70,22.80,597.00,,25.20,No Different than U.S. National Rate,23.00,27.20,1394.00,,19.40,No Different than U.S. National Rate,16.80,22.20,500.00,
230142,OAKWOOD ANNAPOLIS HOSPITAL,33155 ANNAPOLIS AVE,,,WAYNE,MI,48184.00,WAYNE,7344674175.00,13.80,No Different than U.S. National Rate,11.00,17.00,152.00,,8.60,Better than U.S. National Rate,6.90,10.90,392.00,,11.50,No Different than U.S. National Rate,9.10,14.30,332.00,,19.50,No Different than U.S. National Rate,16.00,23.50,104.00,,25.70,No Different than U.S. National Rate,22.80,28.80,485.00,,20.80,No Different than U.S. National Rate,17.80,24.00,334.00,
230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,,,WYANDOTTE,MI,48192.00,WAYNE,7342466000.00,13.50,No Different than U.S. National Rate,11.30,16.00,394.00,,9.50,Better than U.S. National Rate,8.00,11.20,886.00,,9.90,Better than U.S. National Rate,8.20,11.80,725.00,,20.50,No Different than U.S. National Rate,17.60,23.70,279.00,,26.50,No Different than U.S. National Rate,24.20,28.80,1056.00,,20.10,No Different than U.S. National Rate,17.70,22.40,765.00,
230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,,,FARMINGTON HILLS,MI,48336.00,OAKLAND,2484718000.00,16.40,No Different than U.S. National Rate,13.90,19.00,329.00,,10.20,No Different than U.S. National Rate,8.40,12.30,576.00,,12.80,No Different than U.S. National Rate,10.80,15.10,424.00,,21.80,No Different than U.S. National Rate,18.90,25.00,278.00,,25.90,No Different than U.S. National Rate,23.30,28.60,724.00,,20.80,No Different than U.S. National Rate,18.10,23.40,429.00,
230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,,,ANN ARBOR,MI,48106.00,WASHTENAW,7347123791.00,12.40,Better than U.S. National Rate,10.60,14.50,758.00,,11.60,No Different than U.S. National Rate,10.00,13.40,1033.00,,12.10,No Different than U.S. National Rate,10.30,14.30,746.00,,19.50,No Different than U.S. National Rate,17.20,21.80,849.00,,25.20,No Different than U.S. National Rate,23.00,27.40,1308.00,,18.30,No Different than U.S. National Rate,16.10,20.90,802.00,
230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,,,DETROIT,MI,48236.00,WAYNE,3133434000.00,14.00,No Different than U.S. National Rate,11.80,16.60,453.00,,9.30,Better than U.S. National Rate,8.00,10.70,1333.00,,10.20,No Different than U.S. National Rate,8.20,12.40,441.00,,22.70,Worse than U.S. National Rate,20.00,25.40,526.00,,28.40,Worse than U.S. National Rate,26.30,30.30,1719.00,,19.80,No Different than U.S. National Rate,17.10,22.80,445.00,
230167,MCLAREN - GREATER LANSING,401 W GREENLAWN AVE,,,LANSING,MI,48910.00,INGHAM,5179756000.00,14.30,No Different than U.S. National Rate,11.50,17.70,282.00,,14.30,Worse than U.S. National Rate,12.00,16.90,601.00,,11.10,No Different than U.S. National Rate,8.90,13.70,366.00,,18.20,No Different than U.S. National Rate,15.40,21.40,342.00,,25.60,No Different than U.S. National Rate,22.90,28.30,716.00,,18.50,No Different than U.S. National Rate,15.80,21.70,379.00,
230174,NORTH OTTAWA COMMUNITY HOSPITAL,1309 SHELDON RD,,,GRAND HAVEN,MI,49417.00,OTTAWA,6168423600.00,Not Available,Number of Cases Too Small,Not Available,Not Available,21.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.30,No Different than U.S. National Rate,8.80,16.80,50.00,,11.70,No Different than U.S. National Rate,8.10,16.60,61.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,17.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.40,No Different than U.S. National Rate,19.90,29.60,59.00,,16.90,No Different than U.S. National Rate,13.30,21.60,69.00,
230176,OAKWOOD SOUTHSHORE MEDICAL CENTER,5450 FORT STREET,,,TRENTON,MI,48183.00,WAYNE,7346713800.00,15.00,No Different than U.S. National Rate,12.10,18.40,192.00,,10.20,No Different than U.S. National Rate,8.20,12.70,432.00,,11.30,No Different than U.S. National Rate,9.30,13.70,466.00,,21.00,No Different than U.S. National Rate,17.60,24.80,136.00,,23.70,No Different than U.S. National Rate,20.90,26.60,526.00,,19.70,No Different than U.S. National Rate,17.10,22.50,467.00,
230180,MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,,,CLARE,MI,48617.00,CLARE,9898025000.00,18.30,No Different than U.S. National Rate,14.00,23.80,50.00,,12.10,No Different than U.S. National Rate,9.10,15.90,163.00,,10.90,No Different than U.S. National Rate,7.90,15.00,147.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,21.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.80,No Different than U.S. National Rate,20.00,27.90,203.00,,19.80,No Different than U.S. National Rate,16.00,23.90,152.00,
230193,MCLAREN LAPEER REGION,1375 N MAIN ST,,,LAPEER,MI,48446.00,LAPEER,8106675500.00,15.60,No Different than U.S. National Rate,12.50,19.30,141.00,,9.70,No Different than U.S. National Rate,7.50,12.40,281.00,,12.40,No Different than U.S. National Rate,9.80,15.40,279.00,,18.50,No Different than U.S. National Rate,15.10,22.60,88.00,,26.30,No Different than U.S. National Rate,23.00,29.60,333.00,,20.60,No Different than U.S. National Rate,17.40,24.00,288.00,
230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,,,WARREN,MI,48093.00,MACOMB,5865735000.00,14.70,No Different than U.S. National Rate,12.40,17.40,433.00,,9.60,Better than U.S. National Rate,8.40,10.90,1440.00,,11.00,No Different than U.S. National Rate,9.40,12.90,907.00,,20.50,No Different than U.S. National Rate,17.70,23.40,406.00,,25.30,No Different than U.S. National Rate,23.50,27.30,1763.00,,20.00,No Different than U.S. National Rate,17.90,22.10,925.00,
230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,,,GRAND BLANC,MI,48439.00,GENESEE,8106065000.00,14.10,No Different than U.S. National Rate,11.90,16.60,575.00,,7.50,Better than U.S. National Rate,6.20,9.00,918.00,,9.60,Better than U.S. National Rate,8.10,11.30,923.00,,20.60,No Different than U.S. National Rate,18.00,23.50,555.00,,24.20,No Different than U.S. National Rate,22.10,26.50,1086.00,,19.50,No Different than U.S. National Rate,17.40,21.60,960.00,
230207,MCLAREN OAKLAND,50 NORTH PERRY,,,PONTIAC,MI,48342.00,OAKLAND,2483385000.00,14.90,No Different than U.S. National Rate,11.30,19.10,52.00,,9.00,No Different than U.S. National Rate,6.90,11.90,220.00,,9.90,No Different than U.S. National Rate,7.20,13.50,133.00,,20.00,No Different than U.S. National Rate,16.00,24.30,48.00,,24.50,No Different than U.S. National Rate,21.40,28.00,279.00,,16.80,No Different than U.S. National Rate,13.50,20.70,135.00,
230208,CARSON CITY HOSPITAL,406 EAST ELM ST,,,CARSON CITY,MI,48811.00,MONTCALM,9895843131.00,Not Available,Number of Cases Too Small,Not Available,Not Available,18.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.40,No Different than U.S. National Rate,8.20,15.30,92.00,,14.70,No Different than U.S. National Rate,10.50,20.60,53.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,18.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,22.50,No Different than U.S. National Rate,18.60,27.10,115.00,,17.70,No Different than U.S. National Rate,13.90,22.50,46.00,
